ID,Rating
307,3.201178
308,3.806832
309,3.702622
310,3.463575
311,3.837678
312,3.010996
313,3.442797
314,1.644412
315,4.110736
316,4.156158
317,4.549806
318,4.092172
319,3.311416
320,4.701173
321,4.726595
322,3.310197
323,3.904741
324,3.321552
325,4.105048
326,4.463719
327,3.166466
328,4.231738
329,2.907795
330,4.640067
331,4.237187
332,3.937618
333,3.074129
334,4.204552
335,4.078429
336,2.290756
337,3.094648
338,1.591782
339,3.577293
340,3.653226
341,3.015312
342,3.143192
343,2.150427
344,3.208562
345,3.294234
346,2.762849
347,3.434033
348,3.295076
349,3.303045
350,2.828207
351,2.623383
352,3.164402
353,2.985737
354,3.109227
355,2.493585
356,3.566162
357,2.469404
358,2.900767
359,3.218866
360,3.598015
361,3.449711
362,2.734236
363,2.512291
364,3.415984
365,2.401195
366,3.297946
367,3.712437
368,2.445625
369,3.346296
370,2.890523
371,2.189466
372,2.625791
373,2.916646
374,3.670528
375,3.924028
376,2.77173
377,3.841671
378,2.481077
379,4.360069
380,4.936665
381,3.80037
382,1.660892
383,4.443306
384,3.833351
385,4.212323
386,3.948622
387,2.938717
388,4.035419
389,3.432752
390,4.231229
391,4.278211
392,3.905002
393,4.310757
394,3.941911
395,3.555386
396,3.900349
397,2.510741
398,3.090238
399,3.554413
400,3.316325
401,3.660069
402,3.968706
403,4.035133
404,4.488625
405,3.095931
406,2.845804
407,3.137972
408,3.468327
409,2.891028
410,3.732222
411,4.224987
412,3.983406
413,3.345233
414,3.874771
415,3.439478
416,3.826342
417,3.575517
418,3.84886
419,3.298151
420,3.071047
421,4.110054
422,3.821975
423,3.948389
424,3.065401
425,3.540465
426,2.971115
427,3.436373
428,4.015937
429,4.004824
430,2.580966
431,4.004309
432,3.700746
433,3.371949
434,3.341086
435,3.473385
436,3.380201
437,3.740845
438,3.765864
439,3.310897
440,3.642844
441,3.751522
442,3.775587
443,3.939036
444,3.272095
445,4.159714
446,3.674353
447,3.795737
448,3.164498
449,3.591491
450,3.082777
451,3.471585
452,3.824299
453,3.532145
454,3.588812
455,4.12266
456,3.772324
457,3.334919
458,3.564342
459,3.855136
460,3.521718
461,3.551521
462,3.490748
463,3.729032
464,3.74012
465,3.355603
466,3.236844
467,3.878408
468,3.788316
469,4.159593
470,4.263131
471,3.043356
472,3.66799
473,4.340135
474,4.462021
475,3.626613
476,3.070805
477,2.988001
478,4.260227
479,2.046885
480,3.984145
481,3.803605
482,3.868723
483,2.003646
484,3.723941
485,3.523977
486,3.297349
487,4.048359
488,3.956239
489,4.070342
490,3.848997
491,3.756291
492,3.561797
493,2.495659
494,3.63544
495,3.738665
496,2.732184
497,4.377543
498,4.288467
499,3.904325
500,2.884953
501,3.714306
502,3.739423
503,4.134846
504,4.108647
505,4.393046
506,3.896238
507,4.866454
508,4.405972
509,4.513331
510,4.238683
511,3.93975
512,3.328087
513,4.471927
514,4.36978
515,4.424054
516,3.137888
517,4.013304
518,4.30324
519,4.435112
520,4.457235
521,4.71433
522,4.050253
523,3.76747
524,4.40512
525,4.244992
526,4.656356
527,4.458684
528,4.495633
529,3.894413
530,4.125285
531,4.771755
532,4.875908
533,4.924126
534,3.99383
535,4.279353
536,3.772691
537,2.609554
538,4.164027
539,2.367576
540,3.452009
541,4.237593
542,4.937786
543,3.953835
544,3.797586
545,3.050648
546,3.584903
547,4.352304
548,3.030505
549,3.328689
550,3.884416
551,3.039208
552,4.255319
553,4.733589
554,2.458693
555,4.725219
556,3.443177
557,4.248711
558,2.455108
559,4.143464
560,2.975322
561,3.882925
562,1.9684
563,4.100901
564,3.352047
565,4.231605
566,3.329116
567,3.031118
568,3.351176
569,3.628795
570,3.864719
571,3.566157
572,3.670603
573,3.960363
574,3.810109
575,4.039366
576,3.064184
577,3.632463
578,4.571184
579,4.162766
580,3.9241
581,3.854627
582,3.983883
583,3.885668
584,3.83542
585,2.984104
586,2.072451
587,4.008979
588,3.731827
589,3.659309
590,3.635301
591,4.120868
592,3.801371
593,4.042041
594,3.977153
595,4.545629
596,3.85786
597,3.923029
598,2.51665
599,3.843877
600,4.47862
601,3.73413
602,4.189167
603,3.917261
604,3.169449
605,3.929405
606,3.863966
607,1.967203
608,4.83057
609,3.751424
610,4.590481
611,3.343623
612,3.358969
613,2.992507
614,3.723578
615,3.411727
616,2.136035
617,2.343812
618,2.597433
619,3.66205
620,3.278495
621,3.510978
622,1.627734
623,3.693667
624,2.773395
625,2.679526
626,3.158269
627,2.814688
628,3.216303
629,2.371635
630,2.64929
631,2.677846
632,3.671543
633,2.689824
634,2.748465
635,3.480713
636,1.870229
637,2.728453
638,2.846055
639,3.432241
640,2.504787
641,3.309268
642,2.402509
643,3.440559
644,2.70226
645,4.877049
646,3.476405
647,4.98718
648,3.537728
649,5
650,3.964676
651,3.648006
652,2.279996
653,3.248709
654,3.80695
655,3.613184
656,1.704374
657,2.796681
658,3.585307
659,2.770687
660,3.716582
661,3.035797
662,3.21892
663,3.195835
664,3.762314
665,3.333118
666,2.977537
667,1.943037
668,3.253488
669,2.335572
670,3.783278
671,2.987098
672,1.800786
673,3.151177
674,2.129693
675,3.150583
676,3.275224
677,2.584476
678,2.515653
679,2.890492
680,2.838103
681,1.865573
682,2.331066
683,3.428435
684,3.275621
685,3.190944
686,4.236012
687,3.292283
688,1.541564
689,2.699136
690,3.061388
691,2.451985
692,3.578321
693,2.911837
694,2.353628
695,2.891073
696,3.857455
697,3.831325
698,3.313629
699,3.762939
700,1.8646
701,3.664519
702,3.328326
703,3.627694
704,3.646386
705,3.674612
706,3.763086
707,3.159648
708,4.06184
709,3.102645
710,2.691563
711,3.668113
712,3.346089
713,3.463644
714,4.117798
715,3.388168
716,4.439296
717,3.124319
718,4.011314
719,3.521108
720,3.243026
721,4.361384
722,2.501561
723,2.145922
724,2.131108
725,3.4769
726,1.932985
727,3.51144
728,3.410921
729,4.204885
730,3.138566
731,3.28604
732,3.581453
733,3.314046
734,3.833961
735,4.167248
736,3.521831
737,2.749039
738,3.959136
739,3.96137
740,3.74539
741,4.521629
742,4.435396
743,5
744,4.414199
745,4.430089
746,4.012759
747,4.35205
748,4.354913
749,4.960202
750,4.741638
751,5
752,3.486321
753,4.3292
754,4.371183
755,4.048193
756,3.878691
757,4.444368
758,4.111942
759,3.724666
760,4.502674
761,3.617807
762,4.401403
763,4.284211
764,4.217298
765,4.460064
766,4.610905
767,4.775173
768,4.73803
769,3.840815
770,3.467989
771,4.216073
772,4.058177
773,4.054201
774,4.138271
775,3.849769
776,4.559271
777,4.780622
778,2.889711
779,4.81256
780,4.863832
781,4.701589
782,3.871897
783,4.29825
784,4.601147
785,4.789566
786,4.289641
787,4.358405
788,4.133789
789,4.465145
790,4.365043
791,3.444602
792,3.989474
793,4.452199
794,4.331795
795,4.200448
796,4.599896
797,3.558863
798,2.98329
799,4.450506
800,4.127205
801,4.717853
802,4.397537
803,3.742817
804,4.990257
805,3.500017
806,4.041537
807,3.690768
808,3.980513
809,3.592477
810,3.867728
811,4.617277
812,4.444452
813,3.673389
814,3.960663
815,4.236476
816,4.388247
817,3.707217
818,3.821883
819,4.060497
820,2.017062
821,4.236576
822,4.439968
823,1
824,4.214929
825,3.959988
826,2.61324
827,3.909797
828,4.534853
829,4.085413
830,4.706168
831,4.266244
832,3.889596
833,4.959414
834,4.932469
835,2.402827
836,4.477256
837,3.879812
838,2.821991
839,3.884531
840,3.97247
841,4.279126
842,4.431093
843,4.232655
844,4.720307
845,3.292591
846,4.33292
847,4.362605
848,3.100339
849,4.388367
850,4.515451
851,2.824162
852,3.013275
853,2.721522
854,3.892934
855,4.416919
856,4.354502
857,4.087323
858,5
859,2.876015
860,4.12109
861,4.053941
862,3.94761
863,3.460125
864,4.719968
865,4.959715
866,4.746326
867,4.976581
868,3.072472
869,3.830997
870,3.705841
871,3.643864
872,2.149873
873,3.62811
874,3.857316
875,3.90314
876,3.32685
877,3.595586
878,3.038963
879,3.622013
880,3.877422
881,2.02704
882,2.88226
883,3.629136
884,3.58015
885,3.601774
886,3.743639
887,3.351215
888,3.460634
889,2.831899
890,3.804331
891,3.614212
892,2.75477
893,3.663944
894,3.68878
895,2.973422
896,3.602827
897,3.417258
898,3.837233
899,1
900,2.762823
901,2.570735
902,3.893662
903,2.971646
904,3.865578
905,3.130339
906,3.211805
907,3.680916
908,4.170199
909,3.462474
910,3.428197
911,4.376381
912,3.22658
913,4.323088
914,3.537887
915,4.164057
916,2.749038
917,3.430765
918,2.896861
919,3.803299
920,4.277583
921,3.197275
922,3.279668
923,3.254467
924,3.975591
925,2.950724
926,2.565899
927,2.850602
928,3.835719
929,2.99753
930,2.904527
931,3.087681
932,3.4771
933,4.008799
934,3.554581
935,4.057044
936,3.326271
937,3.014019
938,3.934038
939,4.170726
940,2.41574
941,2.45252
942,3.175703
943,2.858242
944,4.421962
945,3.843097
946,3.677059
947,3.740893
948,3.333761
949,3.833144
950,3.834765
951,3.166333
952,4.167288
953,4.010909
954,2.254223
955,2.773382
956,3.809083
957,4.043544
958,3.119238
959,2.498568
960,2.149542
961,4.416832
962,4.396604
963,3.971528
964,3.828854
965,4.060209
966,3.834524
967,4.092576
968,3.772065
969,3.710524
970,4.13918
971,4.712419
972,4.189021
973,3.951819
974,4.261633
975,4.202144
976,4.51024
977,2.333987
978,5
979,3.424158
980,4.822049
981,4.510705
982,4.207037
983,4.248622
984,4.458394
985,4.603991
986,3.859056
987,2.878013
988,2.912397
989,3.834436
990,4.496858
991,3.414116
992,4.216663
993,3.688723
994,3.902682
995,4.329318
996,4.60143
997,4.830707
998,3.678987
999,2.699744
1000,4.251256
1001,3.835819
1002,4.763485
1003,4.351066
1004,4.433076
1005,4.046481
1006,3.918105
1007,3.463797
1008,2.645995
1009,4.457774
1010,4.44609
1011,3.415242
1012,2.263219
1013,2.682356
1014,4.580889
1015,3.956073
1016,2.375247
1017,2.833092
1018,3.858885
1019,3.710768
1020,2.839011
1021,3.881139
1022,3.781729
1023,3.222898
1024,2.250363
1025,2.532895
1026,3.078745
1027,3.678353
1028,3.832955
1029,3.015914
1030,3.824132
1031,3.971418
1032,3.124043
1033,3.504947
1034,3.861247
1035,4.328588
1036,3.874405
1037,3.910483
1038,3.951626
1039,4.028027
1040,3.911303
1041,3.662405
1042,3.707856
1043,4.177018
1044,4.051762
1045,4.081702
1046,3.953625
1047,4.2623
1048,3.59859
1049,4.804426
1050,4.659274
1051,4.424336
1052,3.896618
1053,4.177821
1054,4.073088
1055,3.555368
1056,4.04355
1057,3.839909
1058,4.122739
1059,4.305684
1060,4.039033
1061,4.077907
1062,3.651394
1063,4.296168
1064,4.826469
1065,4.105468
1066,3.503925
1067,4.409198
1068,2.639288
1069,3.522121
1070,2.179694
1071,1.705773
1072,4.028159
1073,3.476422
1074,3.235193
1075,3.712871
1076,3.26196
1077,3.523256
1078,3.677617
1079,3.926832
1080,3.851008
1081,3.832101
1082,2.80215
1083,3.791749
1084,2.773447
1085,3.824616
1086,4.234038
1087,3.381139
1088,2.993067
1089,2.898357
1090,4.568002
1091,4.235612
1092,4.543924
1093,4.580163
1094,4.848931
1095,5
1096,4.333185
1097,4.476038
1098,3.759804
1099,2.924003
1100,5
1101,3.651151
1102,3.429464
1103,4.247023
1104,4.24174
1105,4.295378
1106,2.665268
1107,3.933927
1108,3.427411
1109,3.226221
1110,3.791692
1111,4.069705
1112,4.151843
1113,4.34768
1114,3.656671
1115,3.002364
1116,4.216684
1117,2.933303
1118,4.521318
1119,3.340066
1120,4.191725
1121,2.209181
1122,4.258706
1123,3.138156
1124,3.389657
1125,4.528481
1126,3.045453
1127,3.686531
1128,3.38532
1129,3.246386
1130,3.793658
1131,4.563456
1132,3.758276
1133,2.644429
1134,4.131469
1135,4.667471
1136,3.733409
1137,2.664272
1138,2.055402
1139,1.829059
1140,2.81805
1141,3.051126
1142,4.762651
1143,3.281244
1144,3.396331
1145,4.513988
1146,4.592057
1147,3.734817
1148,2.586536
1149,4.529604
1150,2.855882
1151,3.499771
1152,4.00044
1153,3.42548
1154,3.423744
1155,3.190027
1156,3.622646
1157,3.14287
1158,3.62404
1159,3.900903
1160,3.382042
1161,3.662125
1162,3.649437
1163,3.888112
1164,4.053713
1165,3.258981
1166,3.347588
1167,3.883958
1168,3.788318
1169,3.0052
1170,3.277249
1171,4.275626
1172,3.386457
1173,4.806157
1174,4.670634
1175,4.720298
1176,4.466654
1177,3.565912
1178,1.795947
1179,2.722011
1180,3.262406
1181,4.05933
1182,3.993009
1183,2.973598
1184,1.887154
1185,1.915311
1186,3.435694
1187,1.487416
1188,2.009709
1189,2.467319
1190,2.154492
1191,3.502306
1192,3.093343
1193,3.150863
1194,2.473116
1195,3.63819
1196,2.266717
1197,3.39846
1198,2.492786
1199,2.144521
1200,2.878785
1201,1.807102
1202,3.123358
1203,3.848086
1204,3.612346
1205,2.178146
1206,2.88184
1207,2.498974
1208,3.603879
1209,2.345787
1210,3.59839
1211,3.427202
1212,2.670063
1213,3.339007
1214,2.508636
1215,2.270862
1216,1.490621
1217,2.182296
1218,2.552269
1219,3.365112
1220,3.344378
1221,3.557091
1222,2.464392
1223,2.02102
1224,1.788665
1225,3.039234
1226,3.692481
1227,1.743066
1228,2.647006
1229,3.530285
1230,2.451476
1231,1.652937
1232,2.766573
1233,1.787576
1234,3.670739
1235,3.515752
1236,3.274956
1237,2.241049
1238,3.854499
1239,3.840781
1240,3.354752
1241,3.546308
1242,2.599034
1243,3.830535
1244,3.735893
1245,4.397322
1246,3.311481
1247,3.746827
1248,3.61464
1249,3.314991
1250,3.201053
1251,3.872603
1252,3.613679
1253,3.851522
1254,3.052031
1255,3.793834
1256,4.072982
1257,3.369136
1258,3.012654
1259,3.75731
1260,3.420963
1261,3.453226
1262,3.879109
1263,4.050965
1264,3.707079
1265,4.924591
1266,4.786253
1267,4.094703
1268,4.36037
1269,4.960844
1270,4.133787
1271,4.50692
1272,4.623029
1273,4.315835
1274,4.428553
1275,4.542823
1276,4.663338
1277,4.396892
1278,3.530586
1279,4.01193
1280,3.90192
1281,1.300915
1282,2.829772
1283,3.03388
1284,2.966255
1285,3.337785
1286,4.162875
1287,4.482222
1288,2.136316
1289,3.161417
1290,3.684914
1291,3.461327
1292,2.81762
1293,1.8279
1294,2.866716
1295,3.264672
1296,3.092472
1297,3.019438
1298,4.719083
1299,5
1300,4.370426
1301,4.200433
1302,4.921775
1303,5
1304,4.556732
1305,3.847195
1306,4.610872
1307,4.825279
1308,4.805723
1309,2.812072
1310,2.701639
1311,3.945826
1312,3.224398
1313,2.307883
1314,2.690627
1315,2.588695
1316,2.265732
1317,3.885578
1318,2.062087
1319,3.907646
1320,3.060628
1321,2.41626
1322,3.849421
1323,3.700189
1324,4.409746
1325,4.110407
1326,3.56962
1327,3.913932
1328,3.744413
1329,4.504359
1330,4.195632
1331,4.211056
1332,4.34596
1333,4.093019
1334,3.52793
1335,4.26131
1336,4.254273
1337,2.438723
1338,4.500941
1339,4.34933
1340,4.055242
1341,4.890719
1342,4.619369
1343,4.623953
1344,3.770428
1345,4.153435
1346,4.570973
1347,3.744801
1348,3.872789
1349,3.409599
1350,4.176686
1351,4.27776
1352,3.483656
1353,2.714669
1354,2.403147
1355,3.373816
1356,3.87911
1357,3.686477
1358,3.697733
1359,4.155786
1360,3.852032
1361,3.244338
1362,2.593838
1363,3.60671
1364,2.746833
1365,4.324628
1366,3.524044
1367,3.528851
1368,3.959144
1369,4.211501
1370,3.50935
1371,4.068172
1372,4.171442
1373,4.330095
1374,4.104687
1375,3.28318
1376,3.900062
1377,3.895765
1378,3.972923
1379,3.078388
1380,2.881103
1381,3.975888
1382,4.169233
1383,4.143438
1384,3.500072
1385,3.906698
1386,4.479164
1387,3.235107
1388,3.601113
1389,3.700525
1390,4.982101
1391,4.733418
1392,4.281806
1393,4.751564
1394,3.711125
1395,4.729474
1396,4.77329
1397,1.693824
1398,3.184328
1399,4.446965
1400,3.948954
1401,2.886265
1402,4.451956
1403,4.237638
1404,3.825284
1405,4.240292
1406,3.179239
1407,2.639415
1408,4.013063
1409,3.307491
1410,3.323951
1411,3.377203
1412,3.839727
1413,3.180843
1414,4.798056
1415,4.272671
1416,4.139494
1417,3.756637
1418,3.891552
1419,3.602536
1420,3.604284
1421,4.249039
1422,2.273413
1423,3.957037
1424,3.548142
1425,3.071234
1426,2.776261
1427,3.779973
1428,3.786607
1429,4.006043
1430,3.180639
1431,3.362873
1432,2.588296
1433,4.248217
1434,3.701911
1435,2.767499
1436,3.678779
1437,3.674381
1438,3.804207
1439,2.363628
1440,3.567483
1441,3.292236
1442,3.580177
1443,3.192264
1444,3.539938
1445,3.303278
1446,3.475579
1447,3.231588
1448,3.691219
1449,3.766869
1450,3.081298
1451,2.777537
1452,3.042332
1453,3.435855
1454,3.320697
1455,3.455412
1456,3.240037
1457,2.835525
1458,3.634151
1459,4.063903
1460,2.78563
1461,3.637747
1462,3.467828
1463,3.180223
1464,2.28397
1465,3.755109
1466,3.403805
1467,2.569207
1468,2.702544
1469,4.124027
1470,3.292074
1471,4.309196
1472,2.680192
1473,4.009617
1474,3.803602
1475,2.738925
1476,3.740799
1477,4.471031
1478,3.991029
1479,3.743485
1480,3.988076
1481,3.75789
1482,3.18554
1483,3.62322
1484,3.893329
1485,3.127454
1486,3.343571
1487,3.520947
1488,3.650214
1489,3.971135
1490,3.923311
1491,3.917373
1492,3.832352
1493,3.901075
1494,4.179446
1495,3.812482
1496,3.182139
1497,3.624744
1498,3.20078
1499,3.29947
1500,3.404123
1501,3.619541
1502,3.53286
1503,3.925666
1504,3.509914
1505,3.969426
1506,4.407242
1507,2.92215
1508,3.583748
1509,4.017552
1510,3.274075
1511,1.389376
1512,3.935916
1513,3.422138
1514,3.850345
1515,4.466849
1516,4.209606
1517,4.545375
1518,3.242161
1519,4.526416
1520,5
1521,3.818711
1522,2.83525
1523,2.740447
1524,2.017742
1525,3.932861
1526,2.354445
1527,2.231178
1528,2.765644
1529,2.213237
1530,2.668048
1531,3.986777
1532,3.969425
1533,3.58607
1534,3.830056
1535,3.37428
1536,3.319121
1537,3.913069
1538,3.720698
1539,4.060501
1540,3.93643
1541,3.913459
1542,3.683918
1543,2.657341
1544,3.538922
1545,3.602416
1546,3.850892
1547,2.687456
1548,3.462385
1549,3.490817
1550,3.285762
1551,3.404248
1552,3.799399
1553,3.074643
1554,3.610901
1555,3.253552
1556,3.546176
1557,3.143
1558,3.113863
1559,3.734988
1560,3.734681
1561,3.444223
1562,3.199572
1563,2.816507
1564,2.732647
1565,3.775893
1566,3.395311
1567,3.738157
1568,3.410899
1569,3.627661
1570,2.648924
1571,3.796061
1572,2.893957
1573,2.539798
1574,3.459656
1575,2.06799
1576,3.393846
1577,3.478672
1578,3.247653
1579,4.096123
1580,3.998002
1581,3.952148
1582,2.915076
1583,3.442461
1584,3.396829
1585,3.907758
1586,3.826874
1587,4.032388
1588,4.022434
1589,3.972378
1590,4.398794
1591,5
1592,2.843317
1593,2.864303
1594,2.799905
1595,3.644816
1596,4.265738
1597,4.722254
1598,4.297743
1599,4.430105
1600,4.009223
1601,4.371794
1602,3.534449
1603,4.1139
1604,4.545618
1605,3.719737
1606,3.907234
1607,4.531731
1608,2.823375
1609,4.561896
1610,3.507765
1611,3.358372
1612,3.798943
1613,3.519051
1614,4.830308
1615,3.647865
1616,4.326519
1617,4.192214
1618,4.555118
1619,4.579894
1620,4.995987
1621,4.938923
1622,3.960132
1623,3.757429
1624,3.102402
1625,3.637125
1626,4.206449
1627,2.56591
1628,4.103119
1629,4.308598
1630,3.165601
1631,4.245683
1632,4.361453
1633,2.953395
1634,4.020876
1635,3.823302
1636,4.451977
1637,3.784373
1638,4.402965
1639,3.975625
1640,4.650182
1641,4.889209
1642,3.976825
1643,3.875792
1644,3.9911
1645,4.457863
1646,4.635457
1647,3.348086
1648,4.313334
1649,3.818774
1650,4.498184
1651,4.412891
1652,3.690827
1653,3.417167
1654,3.939461
1655,3.774665
1656,3.429391
1657,3.812386
1658,3.213505
1659,3.851208
1660,3.994556
1661,3.509543
1662,2.982895
1663,2.126246
1664,2.905936
1665,3.791094
1666,3.876361
1667,3.53756
1668,3.48264
1669,3.767568
1670,4.08911
1671,3.573985
1672,3.01628
1673,3.076695
1674,3.545522
1675,3.637683
1676,3.975868
1677,3.966422
1678,3.735686
1679,3.885855
1680,3.530083
1681,4.090491
1682,4.093651
1683,4.374789
1684,3.187004
1685,4.15823
1686,3.616152
1687,3.863428
1688,4.103323
1689,4.229192
1690,3.803463
1691,3.504382
1692,2.147066
1693,4.534197
1694,4.009712
1695,3.111143
1696,4.312927
1697,4.063177
1698,4.536679
1699,3.392921
1700,3.690645
1701,3.96695
1702,2.864565
1703,3.643794
1704,4.576254
1705,3.06528
1706,5
1707,3.260609
1708,4.120309
1709,3.796307
1710,4.586721
1711,2.585079
1712,2.131643
1713,3.459783
1714,3.937267
1715,1.382191
1716,3.17528
1717,2.518512
1718,2.240863
1719,2.121587
1720,1.635142
1721,1.693176
1722,1.923215
1723,2.857777
1724,1.540887
1725,3.617765
1726,3.785158
1727,1.821622
1728,2.77076
1729,3.329981
1730,4.953967
1731,3.583983
1732,2.202602
1733,3.700911
1734,1.462267
1735,2.048578
1736,3.898959
1737,3.376949
1738,2.732073
1739,2.398755
1740,3.435027
1741,1.778462
1742,3.146447
1743,2.375692
1744,2.649784
1745,3.73128
1746,4.002272
1747,2.08069
1748,3.304006
1749,3.005661
1750,3.658809
1751,3.220759
1752,2.22332
1753,3.380724
1754,2.90196
1755,3.606824
1756,2.783259
1757,3.820486
1758,3.436678
1759,4.167069
1760,3.746984
1761,4.078486
1762,2.927574
1763,2.935915
1764,3.370377
1765,1.865115
1766,4.044051
1767,3.161803
1768,2.86668
1769,2.838425
1770,3.577851
1771,3.706691
1772,3.999445
1773,3.431255
1774,3.884307
1775,3.929002
1776,3.772187
1777,3.611031
1778,3.327283
1779,3.595903
1780,3.52207
1781,3.434442
1782,3.300335
1783,3.439913
1784,3.112875
1785,3.834051
1786,3.475804
1787,3.766431
1788,2.94942
1789,3.425975
1790,4.891302
1791,3.60515
1792,4.583005
1793,4.785495
1794,4.493798
1795,4.350387
1796,4.275717
1797,3.557814
1798,3.700312
1799,4.437137
1800,4.396833
1801,3.274945
1802,3.585626
1803,3.526633
1804,4.042969
1805,4.174689
1806,2.735432
1807,2.961492
1808,3.700145
1809,3.366191
1810,4.000692
1811,3.859128
1812,3.300344
1813,3.678233
1814,4.026694
1815,3.709809
1816,4.138659
1817,3.870221
1818,3.176261
1819,3.871451
1820,2.21591
1821,3.246635
1822,3.875215
1823,3.934848
1824,3.707116
1825,3.361701
1826,3.612138
1827,4.49023
1828,3.564662
1829,3.572044
1830,3.13623
1831,4.124645
1832,3.245755
1833,3.913654
1834,4.209504
1835,3.330907
1836,3.560024
1837,3.768805
1838,2.77285
1839,3.366421
1840,4.7382
1841,3.347056
1842,2.744947
1843,4.053383
1844,3.383389
1845,2.083285
1846,3.368542
1847,1
1848,3.521621
1849,4.045117
1850,3.72594
1851,3.784995
1852,3.50231
1853,3.63642
1854,3.407455
1855,4.114709
1856,3.33529
1857,4.123071
1858,3.928509
1859,3.551355
1860,3.928561
1861,4.334922
1862,4.102352
1863,4.408721
1864,3.747511
1865,4.299387
1866,3.680299
1867,4.095844
1868,3.169584
1869,3.814651
1870,4.299447
1871,3.76221
1872,3.613456
1873,2.944718
1874,4.17311
1875,3.302594
1876,3.93388
1877,3.360552
1878,3.999381
1879,4.064958
